locale,fips,value (percent),people (education: less than 9th grade),rank within us,age,areatype,demo,file_name,race,sex,source_url,stateFIPS,topic,type,people(education: less than high school),people (education: at least bachelors degree),state
St. Clair County,29185.0,6.0,421.0,2210 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Iron County,29093.0,6.1,454.0,2246 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Carter County,29035.0,6.3,266.0,2282 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Reynolds County,29179.0,6.3,292.0,2298 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Maries County,29125.0,6.3,402.0,2310 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Mercer County,29129.0,6.4,160.0,2335 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Cedar County,29039.0,6.5,623.0,2341 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Barry County,29009.0,6.7,1631.0,2398 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Pettis County,29159.0,6.7,1886.0,2407 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Oregon County,29149.0,6.9,523.0,2441 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Ripley County,29181.0,6.9,666.0,2448 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Harrison County,29081.0,6.9,411.0,2456 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Stoddard County,29207.0,7.0,1442.0,2462 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Saline County,29195.0,7.0,1060.0,2466 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Dallas County,29059.0,7.0,800.0,2479 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
New Madrid County,29143.0,7.2,890.0,2503 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Bollinger County,29017.0,7.2,622.0,2504 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Madison County,29123.0,7.3,627.0,2547 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Moniteau County,29135.0,7.5,809.0,2572 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Knox County,29103.0,7.9,213.0,2633 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Daviess County,29061.0,7.9,436.0,2637 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Crawford County,29055.0,8.1,1362.0,2657 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
McDonald County,29119.0,8.2,1218.0,2671 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Sullivan County,29211.0,8.6,383.0,2737 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Wayne County,29223.0,8.7,835.0,2742 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Wright County,29229.0,8.9,1101.0,2767 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Washington County,29221.0,9.1,1566.0,2782 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Dent County,29065.0,9.4,1034.0,2820 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Morgan County,29141.0,9.5,1362.0,2828 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Mississippi County,29133.0,10.1,993.0,2879 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Dunklin County,29069.0,10.3,2100.0,2895 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Pemiscot County,29155.0,11.8,1318.0,2969 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Scotland County,29199.0,13.2,411.0,3026 of 3141,81,county,4,demographics_001.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00004&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,,,missouri
Missouri,29000.0,10.8,,28 of 52,81,state,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,442422.0,,missouri
United States,0.0,12.7,,,81,country,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,27437114.0,,missouri
Platte County,29165.0,4.8,,82 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,3159.0,,missouri
St. Charles County,29183.0,5.5,,149 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,14277.0,,missouri
Boone County,29019.0,6.5,,264 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,6680.0,,missouri
St. Louis County,29189.0,6.8,,319 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,46838.0,,missouri
Clay County,29047.0,7.1,,352 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,11171.0,,missouri
Clinton County,29049.0,7.3,,391 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,1024.0,,missouri
Nodaway County,29147.0,7.4,,434 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,934.0,,missouri
Cass County,29037.0,7.6,,489 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,5229.0,,missouri
Johnson County,29101.0,8.0,,572 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,2468.0,,missouri
Christian County,29043.0,8.3,,651 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,4603.0,,missouri
Greene County,29077.0,8.5,,680 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,15894.0,,missouri
Cole County,29051.0,8.6,,696 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,4494.0,,missouri
Andrew County,29003.0,8.7,,717 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,1043.0,,missouri
Holt County,29087.0,8.8,,734 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,294.0,,missouri
Shelby County,29205.0,9.0,,804 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,379.0,,missouri
Monroe County,29137.0,9.2,,847 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,570.0,,missouri
Adair County,29001.0,9.5,,905 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,1272.0,,missouri
Pulaski County,29169.0,9.5,,917 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,2781.0,,missouri
Cape Girardeau County,29031.0,9.7,,961 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,4864.0,,missouri
Putnam County,29171.0,10.1,,1060 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,348.0,,missouri
Jackson County,29095.0,10.1,,1063 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,47074.0,,missouri
Osage County,29151.0,10.2,,1079 of 3141,81,county,5,demographics_002.csv,0,0,https://www.statecancerprofiles.cancer.gov/demographics/index.php?stateFIPS=29&areatype=county&topic=ed&demo=00005&race=00&sex=0&age=081&type=manyareacensus&sortVariableName=value&sortOrder=asc&output=1,29,ed,manyareacensus,939.0,,missouri
